Date,Open,High,Low,Close,Volume
2023-01-02,1019.1833124173671,1026.632869014486,1018.9723013968975,1019.1833124173671,4375207.0
2023-01-03,1019.1833124173671,1022.2484951870106,984.546964674654,993.9178565450303,812627.0
2023-01-04,993.9178565450303,1037.6668368480784,986.5804711258473,1036.2520822597894,4332070.0
2023-01-05,1036.2520822597894,1050.3580595946246,1033.1833450746321,1041.0307592938595,4962227.0
2023-01-06,1041.0307592938595,1042.2634013922657,1022.2307508854308,1026.1596910955038,1096364.0
2023-01-09,1026.1596910955038,1041.2422538208068,1016.0569241586269,1033.7024906839633,2409593.0
2023-01-10,1033.7024906839633,1034.240530068776,1030.989028818606,1032.9709507145046,3045305.0
2023-01-11,1032.9709507145046,1038.5563489329413,1002.3003322727667,1004.0822946478185,1295513.0
2023-01-12,1004.0822946478185,1004.6583960754471,993.5936221980093,998.2566490383198,3965003.0
2023-01-13,998.2566490383198,1006.9173043044597,964.5264267126541,973.3168427583984,4763881.0
2023-01-16,973.3168427583984,976.5821455415461,965.4168690457635,970.9237544803688,4897664.0
2023-01-17,970.9237544803688,979.3704872569626,969.4948208104947,976.8244494221818,1958451.0
2023-01-18,976.8244494221818,978.2201777743452,975.3767850441889,976.0368109521294,3931786.0
2023-01-19,976.0368109521294,1008.2451485535192,970.890261003499,1001.562229408012,3781374.0
2023-01-20,1001.562229408012,1014.4877441954036,985.9712126806191,988.1465158427682,4848882.0
2023-01-23,988.1465158427682,997.3223566941901,984.5689782109162,986.5616869320156,4745267.0
2023-01-24,986.5616869320156,1026.7104850961737,980.7182706155554,1021.7354494122015,3425408.0
2023-01-25,1021.7354494122015,1032.4219593972243,1015.8338758521385,1030.5707397347815,2516776.0
2023-01-26,1030.5707397347815,1032.499024059467,1028.9498498899934,1029.5374111632466,4095194.0
2023-01-27,1029.5374111632466,1031.5686726653287,1013.033823064264,1024.2779823357582,4166099.0
2023-01-30,1024.2779823357582,1025.3470375048862,1012.4059537765509,1013.3105232077849,3717451.0
2023-01-31,1013.3105232077849,1013.9626686014416,1004.031582715262,1008.0492951135419,1581300.0
2023-02-01,1008.0492951135419,1029.4095155550724,1004.0456506069211,1024.398814016322,4150660.0
2023-02-02,1024.398814016322,1032.1433268932367,998.9984090595021,1005.1830697051972,1043236.0
2023-02-03,1005.1830697051972,1007.2724300710661,978.4513750271126,987.6154895567925,4571154.0
2023-02-06,987.6154895567925,987.8604305758721,973.6596443875081,984.4233509029123,3075091.0
2023-02-07,984.4233509029123,987.7769932892493,965.2128418275075,972.1107451175393,1989300.0
2023-02-08,972.1107451175393,974.4477037303719,957.539790761596,966.2938978119748,3130368.0
2023-02-09,966.2938978119748,987.467492065802,959.7551345098733,976.862933228594,1617800.0
2023-02-10,976.862933228594,995.863527811622,972.4930887854473,990.2276635648154,4344408.0
2023-02-13,990.2276635648154,998.4585224538029,976.7211427683353,981.4554210365054,4884436.0
2023-02-14,981.4554210365054,995.5826284570322,976.2903572479669,993.9392551681885,3264602.0
2023-02-15,993.9392551681885,1000.5812665148703,987.3283033823237,998.8674711795524,4472134.0
2023-02-16,998.8674711795524,1020.686877688005,998.7854596655528,1019.2117259831889,2508629.0
