Date,Open,High,Low,Close,Volume
2023-01-02,1002.3526404480234,1008.9346356248981,1001.7966590772463,1002.3526404480234,4185476.0
2023-01-03,1002.3526404480234,1025.4156203450302,1000.9369442186421,1011.6384993082081,4225146.0
2023-01-04,1011.6384993082081,1013.1625493558018,995.1150952222682,1000.9980982949846,1997474.0
2023-01-05,1000.9980982949846,1013.3769800710683,1000.9649505917888,1011.3280794030419,1256176.0
2023-01-06,1011.3280794030419,1012.1433090042967,1010.2293732802921,1011.243225667167,5055262.0
2023-01-09,1011.243225667167,1014.1899693459113,1004.5605490475002,1006.5916367675313,3063554.0
2023-01-10,1006.5916367675313,1019.2047107137635,995.0991920039729,1001.9434579903767,3220677.0
2023-01-11,1001.9434579903767,1003.4086774116075,994.1965686302093,995.6343211320117,1187239.0
2023-01-12,995.6343211320117,1003.0483349544905,989.8864927486035,994.4974340286841,5949581.0
2023-01-13,994.4974340286841,1005.4461022908055,987.6629218954954,999.6721075765404,5887833.0
2023-01-16,999.6721075765404,1014.3894045687774,999.6460443603496,1003.3752753274789,5491104.0
2023-01-17,1003.3752753274789,1017.6293999013909,1001.118760332163,1007.4185928744989,2979137.0
2023-01-18,1007.4185928744989,1011.0212382477433,992.2283558790926,997.3757876817069,1753334.0
2023-01-19,997.3757876817069,1000.1983808043155,987.5294776400854,988.1742253619396,4111943.0
2023-01-20,988.1742253619396,998.1179816448603,987.657841448678,997.5844296957237,5364232.0
2023-01-23,997.5844296957237,1004.5275394715055,997.1753468386268,1003.5832163101004,4374502.0
2023-01-24,1003.5832163101004,1023.8822906134651,1002.8034736964142,1016.9301545303093,2975506.0
2023-01-25,1016.9301545303093,1028.7636150769736,1014.357856390999,1024.5153297848353,912914.0
2023-01-26,1024.5153297848353,1032.132176984392,1010.5535149042084,1018.4232050920194,2307892.0
2023-01-27,1018.4232050920194,1028.3153161696873,1013.2942678438245,1026.4805974901162,5849064.0
2023-01-30,1026.4805974901162,1044.126599932716,1022.8797333576639,1030.5561007287,2462336.0
2023-01-31,1030.5561007287,1034.4529424601494,1023.4751116915664,1032.0905467876942,1637594.0
2023-02-01,1032.0905467876942,1037.7426761585034,1022.7004833411285,1027.2198638623124,3741973.0
2023-02-02,1027.2198638623124,1034.878585418323,1026.486681772636,1027.442443229483,949448.0
2023-02-03,1027.442443229483,1034.4939049910236,1025.6698680279114,1026.7417354862757,4171507.0
2023-02-06,1026.7417354862757,1035.5352878375334,1021.8033084162257,1032.445502130264,3211380.0
2023-02-07,1032.445502130264,1039.5771564564081,1022.0324946215212,1033.4232090898527,5202418.0
2023-02-08,1033.4232090898527,1049.1281916905657,1031.860719390802,1043.456172982004,3370486.0
2023-02-09,1043.456172982004,1046.7155060583361,1037.5777161905344,1038.8160125761078,917792.0
2023-02-10,1038.8160125761078,1043.6381877734002,1037.1877643148785,1041.9601090723102,5626471.0
2023-02-13,1041.9601090723102,1052.815954325179,1037.4955955533928,1045.287144242246,846847.0
2023-02-14,1045.287144242246,1047.7451202575846,1038.199763333358,1040.075309887449,3916881.0
2023-02-15,1040.075309887449,1048.8486827496974,1032.398957886846,1032.9116910533696,2093350.0
2023-02-16,1032.9116910533696,1044.0172561699558,1029.5293102739754,1039.3999020857705,5167630.0
2023-02-17,1039.3999020857705,1044.2381459527312,1027.3995014194884,1042.834747517922,4736400.0
2023-02-20,1042.834747517922,1046.2436162693443,1036.8753684138824,1042.0265181459292,2634908.0
2023-02-21,1042.0265181459292,1044.739777912677,1032.041366256109,1044.7005711729873,1375601.0
2023-02-22,1044.7005711729873,1045.8259825049538,1038.7760324446053,1040.6763175315666,3501605.0
2023-02-23,1040.6763175315666,1047.6410346340817,1036.361715860156,1042.3727127702618,3193059.0
2023-02-24,1042.3727127702618,1044.5225113002361,1037.3095907457553,1038.7965819871117,3474771.0
2023-02-27,1038.7965819871117,1040.6462553860074,1031.2566794977809,1040.18101818678,3176835.0
