Date,Open,High,Low,Close,Volume
2023-01-02,1004.0190893444536,1011.4631034616981,998.7879586882692,1004.0190893444536,4471413.0
2023-01-03,1004.0705846310132,1011.5976036896202,994.2452520507529,1011.399961988993,2357861.0
2023-01-04,1013.4628349048693,1022.5468913072103,1013.1939474714006,1015.357630252217,4370911.0
2023-01-05,1017.2229250903265,1018.0665377348139,1006.3871468780437,1007.7200079909256,1837489.0
2023-01-06,1006.9486380136782,1021.832487582354,1001.6921319458972,1015.7187765521003,2614101.0
2023-01-09,1015.264796711194,1026.9670095602796,1006.697671172757,1020.5176638362623,2547544.0
2023-01-10,1019.7103565093344,1020.3149399955003,1016.7205015956113,1018.3147002690258,3963871.0
2023-01-11,1019.1849413565951,1024.4868226560845,1017.3350298795169,1024.0863315461254,2630372.0
2023-01-12,1024.0002093075568,1036.8826113113096,1023.5351105813903,1028.3383449311516,2007481.0
2023-01-13,1029.4904216088628,1035.962172446565,1023.2846575100933,1032.1009603566497,3688553.0
2023-01-16,1029.241021807982,1045.1404162489957,1023.4892737301645,1033.957664251123,1794296.0
2023-01-17,1036.3872819191588,1047.2689041765775,1035.078849430234,1039.5689430924997,1629722.0
2023-01-18,1039.41857127428,1048.8764992474103,1026.9710420237227,1035.8730898234244,3707323.0
2023-01-19,1036.930268419388,1040.496216780793,1035.6023286979478,1036.3492085488083,991013.0
2023-01-20,1036.1369129306113,1038.6966405748583,1025.5767124141712,1034.5098595056324,2355650.0
2023-01-23,1033.9215876975873,1041.4323237129267,1028.7277035146556,1040.5016614599283,4301828.0
2023-01-24,1041.2244617941178,1049.9889685159833,1041.1146959934706,1042.4557805500835,4563827.0
2023-01-25,1043.745058889457,1050.5248469441508,1037.212461566226,1041.9895971847327,1091034.0
2023-01-26,1041.6730461571601,1044.239174520943,1032.372921710431,1037.9535971541425,4511709.0
2023-01-27,1037.715719708679,1041.6447392670418,1030.1189178448462,1037.7456476304158,3452021.0
2023-01-30,1038.813018753846,1040.9052475354529,1037.4151250648238,1039.4651872533905,3152487.0
2023-01-31,1038.1081540558566,1047.001393819525,1035.1792974749924,1039.1229741740437,3105620.0
2023-02-01,1036.7625281383876,1052.024484140659,1029.155429767314,1050.1984110098417,981204.0
2023-02-02,1050.8206249967975,1064.2381076319568,1045.934457412184,1059.2795504012713,4895129.0
2023-02-03,1058.2140754049256,1067.289794306325,1039.615930983987,1040.8712448794263,3421931.0
2023-02-06,1037.8730039284833,1040.1368142316999,1028.316977077951,1028.7731018887646,1597697.0
2023-02-07,1027.516887119323,1029.9158943654577,1027.2598437657007,1029.1605330609164,4824219.0
2023-02-08,1028.4386836314643,1033.828933096337,1021.8689991764322,1027.765677950596,4528239.0
2023-02-09,1025.9261791208703,1037.9025699042268,1022.6032120339729,1030.9471276164618,3233532.0
2023-02-10,1028.6391505849426,1036.5293499226648,1025.9120296811268,1034.1649749645383,1347241.0
2023-02-13,1034.2218093006159,1055.041873140051,1033.7867795087768,1051.1510015661559,1572763.0
2023-02-14,1052.5657182484515,1054.9360944624407,1043.3426361564855,1044.6505309993972,1520323.0
2023-02-15,1044.2852186758457,1046.1819267249307,1042.2438123920845,1043.5607149505734,4568825.0
2023-02-16,1042.3967335442903,1061.7960448761478,1031.215075520201,1060.1527054888625,3545966.0
2023-02-17,1060.7649338307733,1072.4090570968012,1057.33477451861,1066.6481773351427,2125215.0
2023-02-20,1067.7957347348377,1082.3736273909697,1066.387266917451,1073.3056017820986,1495799.0
2023-02-21,1072.822597198171,1074.2487408890465,1069.6245739649237,1071.1610893183629,2603398.0
2023-02-22,1072.0362297620368,1073.066535774073,1057.2339120614754,1060.5174690942263,3263341.0
